complaint_id,date_received,product,sub_product,issue,sub_issue,consumer_complaint_narrative,company,state,product_category
10001806,2023-04-05,Marcus Savings,,Poor customer service,Long wait times,"I opened a Marcus Savings with Ally Bank because they advertised a 19.2% APY. After three months, the rate was quietly dropped to 4.7% without notification. When I called, they said the promotional rate had expired, but this was never clearly communicated at account opening. I moved $1000 into this account specifically for the higher rate.",Ally Bank,MD,Savings Account
10001910,2023-08-25,Wire Transfer,,Fraud/scam,Scam transaction,"My account was frozen by Venmo after I made a Wire Transfer transfer of $5000. They claimed the transaction was flagged for suspicious activity, but I was simply sending money to my family overseas, which I do every month. It took 4 weeks to get my account unfrozen, and I had to provide extensive documentation including pay stubs and tax returns.",Venmo,WA,Money Transfer
10000756,2023-09-09,Chase Sapphire,,Unauthorized charge,Card not in possession,"I have been a loyal Chase Sapphire cardholder with Citibank for over 6 years. Recently, I noticed my interest rate was increased from 4.7% to 24.3% without adequate explanation. I have excellent payment history and no late payments. Other companies are offering much lower rates. I am considering closing this account if the rate is not adjusted.",Citibank,CA,Credit Card
10000989,2025-06-11,Upstart Loan,,Loan denial,Unclear denial reasons,"I have been making regular payments on my Upstart Loan from Prosper for 1 months. Last month, they claimed they did not receive my payment even though my bank shows it was debited. They charged me a $29 late fee and reported a missed payment to the credit bureaus, dropping my score by 12 points. I need this corrected immediately.",Prosper,MN,Personal Loan
10001548,2023-05-08,Discover Savings,,Withdrawal limit,Cannot access funds,I tried to withdraw $50 from my Discover Savings at Ally Bank and was told my account was frozen pending a security review. No one informed me of any issues beforehand. I had bills due and no access to my own money for 1 weeks. The customer service was unhelpful and could not tell me when the review would be completed.,Ally Bank,IN,Savings Account
10001303,2025-07-07,Marcus Savings,,Poor customer service,Long wait times,"Synchrony closed my Marcus Savings account without warning, citing 'business reasons.' I had $3000 in the account and it took 8 weeks to receive a cashier's check. No explanation was ever provided for the closure. I have been a customer for 9 years with no suspicious activity on the account.",Synchrony,SC,Savings Account
10000415,2025-09-27,Capital One Venture,,Unauthorized charge,Card not in possession,"Someone made 6 fraudulent purchases on my Capital One Venture card totaling $20000. I reported this to American Express immediately and they opened an investigation. After 2 weeks, they denied my fraud claim saying the transactions appeared legitimate. I have filed a police report and have evidence that I was in a different state when these transactions occurred.",American Express,MI,Credit Card
10001308,2025-01-27,Ally Savings,,Account frozen,Frozen without warning,"Goldman Sachs closed my Ally Savings account without warning, citing 'business reasons.' I had $2000 in the account and it took 1 weeks to receive a cashier's check. No explanation was ever provided for the closure. I have been a customer for 4 years with no suspicious activity on the account.",Goldman Sachs,CO,Savings Account
10001076,2023-04-15,Prosper Loan,,Payment processing error,Payment not applied correctly,"The total cost of my Prosper Loan from LendingClub ended up being $25000, which is nearly 1.8 times the original loan amount of $750. The interest rate of 8.0% combined with various processing fees and insurance charges that were added without my clear consent have made this loan predatory in my opinion.",LendingClub,UT,Personal Loan
10001333,2025-10-17,Marcus Savings,,Poor customer service,Long wait times,I tried to withdraw $1000 from my Marcus Savings at Ally Bank and was told my account was frozen pending a security review. No one informed me of any issues beforehand. I had bills due and no access to my own money for 8 weeks. The customer service was unhelpful and could not tell me when the review would be completed.,Ally Bank,GA,Savings Account
10001692,2025-07-15,Marcus Savings,,Account frozen,Frozen without warning,"I have been trying to reach Ally Bank's customer service about an issue with my Marcus Savings for 3 weeks. Wait times exceed 62 minutes, and I have been disconnected 4 times after waiting. When I finally got through, the representative could not resolve my issue and told me to call back. This level of service is completely unacceptable for a bank holding my savings.",Ally Bank,GA,Savings Account
10002030,2025-06-21,Western Union,,Delayed transfer,Transfer taking too long,I accidentally sent $1500 to the wrong person through Western Union via Bank of America. I realized the error within 89 minutes and immediately contacted them to cancel. They said the transaction was already completed and they cannot reverse it. They suggested I 'ask the recipient nicely' to send it back. This is an unacceptable response for such a large amount.,Bank of America,KY,Money Transfer
10001834,2024-02-12,Chase Savings,,Low interest rate,,,Ally Bank,UT,Savings Account
10001172,2024-09-08,Upstart Loan,,Hidden fees,Fees not disclosed at signing,"I have been making regular payments on my Upstart Loan from Upstart for 4 months. Last month, they claimed they did not receive my payment even though my bank shows it was debited. They charged me a $35 late fee and reported a missed payment to the credit bureaus, dropping my score by 29 points. I need this corrected immediately.",Upstart,KY,Personal Loan
10001279,2025-11-08,Ally Savings,,Unauthorized access,Security breach,"I have been trying to reach Ally Bank's customer service about an issue with my Ally Savings for 8 weeks. Wait times exceed 90 minutes, and I have been disconnected 6 times after waiting. When I finally got through, the representative could not resolve my issue and told me to call back. This level of service is completely unacceptable for a bank holding my savings.",Ally Bank,TN,Savings Account
